name	min_ce	versions	header	lib	in_include
Header_SetHotDivider	2.0	2.0 and later	Commctrl.h	Commctrl.lib	1
Header_SetImageList	1.0	1.0 and later	Commctrl.h	Commctrl.lib	1
Header_SetItem	1.0	1.0 and later	Commctrl.h	Commctrl.lib	1
Header_SetOrderArray	1.0	1.0 and later	Commctrl.h	Commctrl.lib	1
Heap32First	2.0	2.0 and later	Tlhelp.h		1
Heap32ListFirst	2.0	2.0 and later	Tlhelp.h		1
Heap32ListNext	2.0	2.0 and later	Tlhelp32.h		1
Heap32Next	2.0	2.0 and later	Tlhelp32.h		1
HeapAlloc	1.0	1.0 and later	Winbase.h		1
HeapCreate	1.0	1.0 and later	Winbase.h	Lmem.lib	1
HeapDestroy	1.0	1.0 and later	Winbase.h		1
HEAPENTRY32	1.0	1.0 and later	Tlhelp32.h		1
HeapFree	1.0	1.0 and later	Winbase.h	Lmem.lib	1
HEAPLIST32	1.0	1.0 and later	Tlhelp32.h		1
HeapReAlloc	1.0	1.0 and later	Winbase.h	Lmem.lib	1
HeapSize	1.0	1.0 and later	Winbase.h	Lmem.lib	1
HIBYTE	1.0	1.0 and later	Windef.h		1
HideCaret	1.0	1.0 and later	Winuser.h	Caret.lib	1
HIWORD	1.0	1.0 and later	Windef.h		1
HMAC_INFO	3.0	3.0 or later	Wincrypt.h		1
HookInterrupt	2.10	2.10 and later	Nkintr.h		0
hostent	1.0	1.0 and later	Winsock.h		1
HREPLFLD	2.0	2.0 and later	Cesync.h		1
HREPLITEM	2.0	2.0 and later	Cesync.h		1
HREPLOBJ	2.0	2.0 and later	Cesync.h		1
HSE_VERSION_INFO	3.0	3.0 and later	httpext.h		1
htonl	1.0	1.0 and later	Winsock.h		1
htons	1.0	1.0 and later	Winsock.h		1
HTTP_FILTER_CONTEXT	3.0	3.0 and later	Httpfilt.h		1
HTTP_FILTER_SEND_RESPONSE	3.0	3.0 and later	Httpfilt.h	Httpfilt.lib	1
HttpAddRequestHeaders	2.0	2.0 and later	Wininet.h	Wininet.lib	1
HttpEndRequest	2.12	2.12 and later	Wininet.h	Wininet.lib	1
HttpExtensionProc	3.0	3.0 and later	httpext.h		1
HttpOpenRequest	2.0	2.0 and later	Wininet.h	Wininet.lib	1
HttpQueryInfo	2.0	2.0 and later	Wininet.h	Wininet.lib	1
HttpSendRequest	2.0	2.0 and later	Wininet.h	Wininet.lib	1
HttpSendRequestEx	2.12	2.12 and later	Wininet.h	Wininet.lib	1
HW_VTBL	1.0	1.0 and later			1
HWClearBreak	1.0	1.0 and later	Serhw.h		1
HWClearDTR	1.0	1.0 and later	Serhw.h		1
HWClearRTS	1.0	1.0 and later	Serhw.h		1
HWClose	1.0	1.0 and later	Serhw.h		1
HWDeinit	1.0	1.0 and later	Serhw.h		1
HWDisableIR	1.0	1.0 and later	Serhw.h		1
HWEnableIR	1.0	1.0 and later	Serhw.h		1
HWGetBytes	1.0	1.0 and later	Serhw.h		0
HWGetCommProperties	1.0	1.0 and later	Serhw.h		1
HWGetIntrType	1.0	1.0 and later	Serhw.h		1
HWGetModemStatus	1.0	1.0 and later	Serhw.h		1
HWGetRxBufferSize	1.0	1.0 and later	Serhw.h		1
HWGetRxStart	2.12	2.12 and earlier	Serhw.h		1
HWGetStatus	1.0	1.0 and later	Serhw.h		1
HWInit	1.0	1.0 and later	Serhw.h		1
HWIoctl	1.0	1.0 and later	Serhw.h		1
HWLineIntrHandler	1.0	1.0 and later	Serhw.h		1
HWModemIntrHandler	3.0	3.0 and later	Serhw.h		1
HWOBJ	1.0	1.0 and later			1
HWOpen	1.0	1.0 and later	Serhw.h		1
HWOtherIntrHandler	2.12	2.12 and earlier	Serhw.h		0
HWPostInit	3.0	3.0 and later	Serhw.h		1
HWPowerOff	1.0	1.0 and later	Serhw.h		1
HWPowerOn	1.0	1.0 and later	Serhw.h		1
HWPurgeComm	1.0	1.0 and later	Serhw.h		1
HWPutBytes	1.0	1.0 and later	Serhw.h		1
HWReset	1.0	1.0 and later	Serhw.h		1
HWRxIntrHandler	3.0	3.0 and later	Serhw.h		1
HWSetBreak	1.0	1.0 and later	Serhw.h		1
HWSetCommTimeouts	1.0	1.0 and later	Serhw.h		1
HWSetDCB	1.0	1.0 and later	Serhw.h		1
HWSetDTR	1.0	1.0 and later	Serhw.h		1
HWSetRTS	1.0	1.0 and later	Serhw.h		1
HWTxIntrHandler	1.0	1.0 and later	Serhw.h		1
HwxALCPriority	2.0	2.0 and later	Recog.h	Hwxjpn.lib, Hwxusa.lib	1
HwxALCValid	2.0	2.0 and later	Recog.h	Hwxjpn.lib, Hwxusa.lib	1
HwxConfig	2.0	2.0 and later	Recog.h	Hwxjpn.lib, Hwxusa.lib	1
HwxCreate	2.0	2.0 and later	Recog.h	Hwxjpn.lib, Hwxusa.lib	1
HwxDestroy	2.0	2.0 and later	Recog.h	Hwxjpn.lib, Hwxusa.lib	1
HwxEndInput	2.0	2.0 and later	Recog.h	Hwxjpn.lib, Hwxusa.lib	1
HwxGetResults	2.0	2.0 and later	Recog.h	Hwxjpn.lib, Hwxusa.lib	1
HWXGUIDE	2.0	2.0 and later	Recog.h		1
HwxInput	2.0	2.0 and later	Recog.h	Hwxjpn.lib, Hwxusa.lib	1
HWXmitComChar	1.0	1.0 and later	Serhw.h		1
HwxProcess	2.0	2.0 and later	Recog.h	Hwxjpn.lib, Hwxusa.lib	1
HWXRESULTS	2.0	2.0 and later	Recog.h		1
HwxResultsAvailable	2.0	2.0 and later	Recog.h	Hwxjpn.lib, Hwxusa.lib	1
HwxSetAbort	2.0	2.0 and later	Recog.h	Hwxjpn.lib, Hwxusa.lib	1
HwxSetContext	2.0	2.0 and later	Recog.h	Hwxjpn.lib, Hwxusa.lib	1
HwxSetGuide	2.0	2.0 and later	Recog.h	Hwxjpn.lib, Hwxusa.lib	1
HwxSetPartial	2.0	2.0 and later	Recog.h	Hwxjpn.lib, Hwxusa.lib	1
IAdviseSink	2.0	2.0 and later	Oaidl.h		1
IAS_QUERY	2.0	2.0 and later	Af_irda.h		0
IAS_SET	2.0	2.0 and later	Af_irda.h		0
ICeFileFilter	2.0	2.0 and later	Replfilt.h		1
ICeFileFilterOptions	2.0	2.0 and later	Replfilt.h		1
ICeFileFilterSite	2.0	2.0 and later	Replfilt.h		1
IClassActivator	3.0	3.0 and later	Objidl.h		1
IClassFactory	2.0	2.0 and later	Objbase.h		1
IClassFactory2	3.0	3.0 and later	Ocidl.h		1
IClientSecurity	3.0	3.0 and later	Objidl.h		1
ICMP_ECHO_REPLY	2.0	2.0 and later	ipexport.h		1
IcmpCloseHandle	2.12	2.12 and later	Icmpapi.h		1
IcmpCreateFile	2.12	2.12 and later	Icmpapi.h		1
IcmpSendEcho	2.12	2.12 and later	Icmpapi.h		1
ICONINFO	1.0	1.0 and later	Commctrl.h		1
IConnectionPoint	3.0	3.0 and later	Ocidl.h		1
IConnectionPointContainer	3.0	3.0 and later	Ocidl.h		1
ICreateErrorInfo	2.0	2.0 and later	Oaidl.h	Oleaut32.lib	1
ICreateTypeInfo	2.0	2.0 and later	Oaidl.h		1
ICreateTypeLib	2.0	2.0 and later	Oaidl.h		1
IDccMan	1.0	1.0 and later	Dccole.h		1
IDccManSink	1.0	1.0 and later	Dccole.h		1
IDDVideoPortContainer	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.		ddraw.lib	1
IDirectDraw4	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.		ddraw.lib	1
IDirectDrawClipper	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.		ddraw.lib	1
IDirectDrawColorControl	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.		ddraw.lib	1
IDirectDrawPalette	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.		ddraw.lib	1
IDirectDrawSurface5	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.		ddraw.lib	1
IDirectDrawVideoPort	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.		ddraw.lib	1
IDirectSound	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.	dsound.h	dsound.lib	0
IDirectSoundBuffer	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.	dsound.h	dsound.lib	0
IDirectSoundCapture	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.	dsound.h	dsound.lib	0
IDirectSoundCaptureBuffer	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.	dsound.h	dsound.lib	0
IDirectSoundNotify	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.	dsound.h	dsound.lib	0
IDispatch	2.0	2.0 and later	Oaidl.h		1
IDLDESC	1.0	1.0 and later	Oaidl.h		1
idleconv	3.0	3.0 and later	Cfwp2.c		0
IEnumConnectionPoints	3.0	3.0 and later	Ocidl.h		1
IEnumConnections	3.0	3.0 and later	Ocidl.h		1
IEnumMoniker	3.0	3.0 and later	Objidl.h		1
IEnumReplItem	2.0	2.0 and later	Cesync.h		1
IEnumSTATDATA	2.0	2.0 and later	Oaidl.h		1
IEnumSTATSTG	2.0	2.0 and later	Objidl.h		1
IEnumString	2.0	2.0 and later	Objidl.h		1
IEnumVARIANT	2.0	2.0 and later	Oaidl.h	Oleauto.h	1
IErrorInfo	2.0	2.0 and later	Oaidl.h	Oleaut32.lib	1
IExternalConnection	3.0	3.0 and later	Objidl.h		1
IFillLockBytes	3.0	3.0 and later	Objidl.h		1
IIDFromString	3.0	3.0 and later	Objbase.h	Ole232.lib	1
IIMCallback	2.01	2.01 and later	Sip.h		1
IIMCallback2	2.12	2.12 and later	Sip.h		1
IInputMethod	2.12	2.12 and later	Sip.h		1
IInputMethod2	2.12	2.12 and later	Sip.h		1
ILockBytes	2.0	2.0 and later	Objbase.h		1
ILTIMING_MESSAGE	3.0	3.0 and later	Iltiming.h		0
IMAGE_DATA_DIRECTORY	2.10	2.10 and later	Winnt.h		0
IMAGEINFO	1.0	1.0 and later	Commctrl.h		1
ImageList_Add	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_AddIcon	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_AddMasked	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_BeginDrag	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_Copy	2.0	2.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_Create	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_Destroy	1.0	1.0 and later	Commctrl.h		1
ImageList_DragEnter	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_DragLeave	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_DragMove	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_DragShowNolock	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_Draw	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_DrawEx	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_DrawIndirect	2.0	2.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_Duplicate	2.0	2.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_EndDrag	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_ExtractIcon	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_GetBkColor	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_GetDragImage	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_GetIcon	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_GetIconSize	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_GetImageCount	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_GetImageInfo	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_LoadBitmap	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_LoadImage	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_Merge	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_Remove	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_RemoveAll	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_Replace	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_ReplaceIcon	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_SetBkColor	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_SetDragCursorImage	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_SetIconSize	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_SetImageCount	2.0	2.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
ImageList_SetOverlayImage	1.0	1.0 and later	Commctrl.h	Commctrl.lib, Imgctl.lib	1
IMAGELISTDRAWPARAMS	2.0	2.0 and later	Commctrl.h		1
IMarshal	3.0	3.0 and later	Objidl.h		1
IMC_CLOSESTATUSWINDOW	2.1	2.1 and later	Imm.h		1
IMC_GETCANDIDATEPOS	2.1	2.1 and later	Imm.h		1
IMC_GETCOMPOSITIONFONT	2.1	2.1 and later	Imm.h		1
IMC_GETCOMPOSITIONWINDOW	2.1	2.1 and later	Imm.h		1
IMC_GETCONVERSIONMODE	2.1	2.1 and later	Imm.h		1
IMC_GETOPENSTATUS	2.1	2.1 and later	Imm.h		1
IMC_GETSENTENCEMODE	2.1	2.1 and later	Imm.h		1
IMC_GETSTATUSWINDOWPOS	2.1	2.1 and later	Imm.h		1
IMC_OPENSTATUSWINDOW	2.1	2.1 and later	Imm.h		1
IMC_SETCANDIDATEPOS	2.1	2.1 and later	Imm.h		1
IMC_SETCOMPOSITIONFONT	2.1	2.1 and later	Imm.h		1
IMC_SETCOMPOSITIONWINDOW	2.1	2.1 and later	Imm.h		1
IMC_SETCONVERSIONMODE	2.1	2.1 and later	Imm.h		1
IMC_SETOPENSTATUS	2.1	2.1 and later	Imm.h		1
IMC_SETSENTENCEMODE	2.1	2.1 and later	Imm.h		1
IMC_SETSTATUSWINDOWPOS	2.1	2.1 and later	Imm.h		1
IMEMENUITEMINFO	2.11	2.11 and later	Imm.h		1
IMENUMINFO	2.10	2.10 and later	Sipapi.h		1
IMessageFilter	3.0	3.0 and later	Objidl.h		1
IMINFO	2.01	2.01 and later	Sip.h		1
ImmAssociateContext	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmAssociateContextEx	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmConfigureIME	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmCreateContext	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmCreateIMCC	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmDestroyContext	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmDestroyIMCC	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmDisableIME	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmEnumRegisterWord	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmEscape	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmGenerateMessage	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmGetCandidateList	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmGetCandidateListCount	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmGetCandidateWindow	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmGetCompositionFont	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmGetCompositionString	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmGetCompositionWindow	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmGetContext	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmGetConversionList	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmGetConversionStatus	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmGetDefaultIMEWnd	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmGetDescription	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmGetGuideLine	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmGetHotKey	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmGetIMCCLockCount	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmGetIMCCSize	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmGetIMCLockCount	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmGetIMEFileName	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmGetImeMenuItems	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmGetOpenStatus	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmGetProperty	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmGetRegisterWordStyle	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmGetStatusWindowPos	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmGetVirtualKey	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmIsIME	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmIsUIMessage	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmLockIMC	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmLockIMCC	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmNotifyIME	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmRegisterWord	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmReleaseContext	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmReSizeIMCC	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmSetCandidateWindow	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmSetCompositionFont	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmSetCompositionString	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmSetCompositionWindow	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmSetConversionStatus	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmSetHotKey	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmSetOpenStatus	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmSetStatusWindowPos	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmSimulateHotKey	2.10	2.10 and later (Japanese version 1.0 and later)	Imm.h	Coreimm.lib	1
ImmSIPanelState	2.0-jp	Japanese version 2.0	Imm.h	Coreimm.lib	1
ImmUnlockIMC	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmUnlockIMCC	2.10	2.10 and later	Imm.h	Coreimm.lib	1
ImmUnregisterWord	2.10	2.10 and later	Imm.h	Coreimm.lib	1
IMN_CHANGECANDIDATE	2.1	2.1 and later (Japanese version 1.0 and later)	Imm.h		1
IMN_CLOSECANDIDATE	2.1	2.1 and later (Japanese version 1.0 and later)	Imm.h		1
IMN_CLOSESTATUSWINDOW	2.1	2.1 and later	Imm.h		1
IMN_GUIDELINE	2.1	2.1 and later (Japanese version 1.0 and later)	Imm.h		1
IMN_OPENCANDIDATE	2.1	2.1 and later (Japanese version 1.0 and later)	Imm.h		1
IMN_OPENSTATUSWINDOW	2.1	2.1 and later	Imm.h		1
IMN_SETCANDIDATEPOS	2.1	2.1 and later (Japanese version 1.0 and later)	Imm.h		1
IMN_SETCOMPOSITIONFONT	2.1	2.1 and later	Imm.h		1
IMN_SETCOMPOSITIONWINDOW	2.1	2.1 and later (Japanese version 1.0 and later)	Imm.h		1
IMN_SETCONVERSIONMODE	2.1	2.1 and later (Japanese version 1.0 and later)	Imm.h		1
IMN_SETOPENSTATUS	2.1	2.1 and later (Japanese version 1.0 and later)	Imm.h		1
IMN_SETSENTENCEMODE	2.1	2.1 and later (Japanese version 1.0 and later)	Imm.h		1
IMN_SETSTATUSWINDOWPOS	2.1	2.1 and later (Japanese version 1.0 and later)	Imm.h		1
IMR_CANDIDATEFORM	2.1	2.1 and later	Imm.h		1
IMR_COMPOSITIONFONT	2.1	2.1 and later (Japanese version 1.0 and later)	Imm.h		1
IMR_COMPOSITIONFORM	2.1	2.1 and later	Imm.h		1
IMR_CONFIRMRECONVERTSTRING	2.1	2.1 and later	Imm.h		1
IMR_RECONVERTSTRING	2.1	2.1 and later	Imm.h		1
IMultiQI	3.0	3.0 and later	Objidl.h		1
IN_ADDR	1.0	1.0 and later	Winsock.h		1
INDEXTOOVERLAYMASK	1.0	1.0 and later	Commctrl.h		1
INDEXTOSTATEIMAGEMASK	1.0	1.0 and later	Commctrl.h		1
inet_addr	1.0	1.0 and later	Winsock.h		1
inet_ntoa	1.0	1.0 and later	Winsock.h		1
InflateRect	1.0	1.0 and later	Winbase.h	Rectapi.lib	1
InitCommonControls	2.0	2.0 and later	Commctrl.h	Commctrl.lib	1
INITCOMMONCONTROLSEX	2.0	2.0 and later	Commctrl.h		1
InitCommonControlsEx	2.0	2.0 and later	Commctrl.h	Commctrl.lib	1
InitHTMLControl	1.0	1.0 and later	Htmlctrl.h		0
InitializeCriticalSection	1.0	1.0 and later	Winbase.h	Coremain.lib	1
InitializeListHead	2.0	2.0 and later	Ntcompat.h		0
InitObjType	2.0	2.0 and later	Cesync.h		1
InitPubKey	2.10	2.10 and later			0
InitSecurityInterface	2.10	2.10 and later	Sspi.h	Schannel.lib	1
INLINEIMAGEINFO	1.0	1.0 and later	Htmlctrl.h		0
INPUT	2.0	2.0 and later	Winuser.h		1
InsertHeadList	2.0	2.0 and later	Ntcompat.h		0
InsertMenu	1.0	1.0 and later	Winuser.h	Menu.lib	1
InsertTailList	2.0	2.0 and later	Ntcompat.h		0
InsetRect	1.0	1.0 and later	Windowsx.h		0
InterlockedDecrement	1.0	1.0 and later	Winbase.h		1
InterlockedExchange	1.0	1.0 and later	Winbase.h		1
InterlockedIncrement	1.0	1.0 and later	Winbase.h		1
InterlockedTestExchange	1.0	1.0 and later	Winbase.h		1
INTERNET_ASYNC_RESULT	2.12	2.12 and later	Wininet.h	Wininet.lib	1
INTERNET_CACHE_ENTRY_INFO	2.12	2.12 and later	Wininet.h	Wininet.lib	1
INTERNET_SCHEME	2.12	2.12 and later	Wininet.h	Wininet.lib	1
INTERNET_STATUS_CALLBACK	2.12	2.12 and later	Wininet.h	Wininet.lib	1
InternetCanonicalizeUrl	2.0	2.0 and later	Wininet.h	Schannel.lib	1
InternetCloseHandle	2.0	2.0 and later	Wininet.h	Wininet.lib	1
InternetCombineUrl	2.0	2.0 and later	Wininet.h	Wininet.lib	1
InternetConnect	2.0	2.0 and later	Wininet.h	Wininet.lib	1
InternetCrackUrl	2.0	2.0 and later	Wininet.h	Wininet.lib	1
InternetCreateUrl	2.0	2.0 and later	Wininet.h	Wininet.lib	1
InternetErrorDlg	2.12	2.12 and later	Wininet.h	Wininet.lib	1
InternetFindNextFile	2.0	2.0 and later	Wininet.h	Wininet.lib	1
InternetGetConnectedState	2.12	2.12 and later	Wininet.h	Wininet.lib	1
InternetGetCookie	2.12	2.12 and later	Wininet.h	Wininet.lib	1
InternetGetLastResponseInfo	2.0	2.0 and later	Wininet.h	Wininet.lib	1
InternetGoOnline	2.12	2.12 and later	Wininet.h	Wininet.lib	1
InternetLockRequestFile	2.12	2.12 and later	Wininet.h	Wininet.lib	1
InternetOpen	2.0	2.0 and later	Wininet.h	Wininet.lib	1
InternetOpenUrl	2.0	2.0 and later	Wininet.h	Wininet.lib	1
InternetQueryDataAvailable	2.0	2.0 and later	Wininet.h	Wininet.lib	1
InternetQueryOption	2.0	2.0 and later	Wininet.h	Wininet.lib	1
InternetReadFile	2.0	2.0 and later	Wininet.h	Wininet.lib	1
InternetReadFileEx	2.12	2.12 and later	Wininet.h	Wininet.lib	1
InternetSetCookie	2.12	2.12 and later	Wininet.h	Wininet.lib	1
InternetSetFilePointer	2.12	2.12 and later	Wininet.h	Wininet.lib	1
InternetSetOption	2.0	2.0 and later	Wininet.h	Wininet.lib	1
InternetSetStatusCallback	2.0	2.0 and later	Wininet.h	Wininet.lib	1
InternetTimeFromSystemTime	2.0	2.0 and later	Wininet.h	Wininet.lib	1
InternetTimeToSystemTime	2.0	2.0 and later	Wininet.h	Wininet.lib	1
InternetUnlockRequestFile	2.12	2.12 and later	Wininet.h	Wininet.lib	1
InternetWriteFile	2.12	2.12 and later	Wininet.h	Wininet.lib	1
InterruptDisable	2.10	2.10 and later	Pkfuncs.h		0
InterruptDone	2.10	2.10 and later	Pkfuncs.h		0
InterruptInitialize	2.10	2.10 and later	Pkfuncs.h		0
INTERRUPTS_OFF	2.10	2.10 and later	Nkintr.h		0
INTERRUPTS_ON	2.10	2.10 and later	Nkintr.h		0
IntersectClipRect	1.0	1.0 and later	Wingdi.h	Mgrgn.lib	1
IntersectRect	1.0	1.0 and later	Winuser.h	Rectapi.lib	1
IntrPrio	3.0	3.0 and later			0
InvalidateRect	1.0	1.0 and later	Winuser.h	Coredll.lib, Winmgr.lib	1
INVOKEKIND	2.0	2.0 and later	Oaidl.h		1
IOCTL_COLLECTOR_REGISTER	3.0	3.0 and later			0
IOCTL_COLLECTOR_SEND	3.0	3.0 and later			0
IOCTL_COLLECTOR_UNREGISTER	3.0	3.0 and later			0
IOCTL_CONSOLE_SETCONTROLCHANDLER	3.0	3.0 and later	Console.h		0
IOCTL_DISK_FORMAT_MEDIA	3.0	3.0 and later			1
IOCTL_DISK_FORMAT_VOLUME	2.12	2.12 and later	Diskio.h		0
IOCTL_DISK_GET_STORAGEID	3.0	3.0 and later			1
IOCTL_DISK_GETINFO	3.0	3.0 and later			1
IOCTL_DISK_GETNAME	3.0	3.0 and later			1
IOCTL_DISK_READ	3.0	3.0 and later			1
IOCTL_DISK_SCAN_VOLUME	2.12	2.12 and later	Diskio.h		0
IOCTL_DISK_SETINFO	3.0	3.0 and later			1
IOCTL_DISK_WRITE	3.0	3.0 and later			1
IOCTL_EDBG_DEREGISTER_CLIENT	3.0	3.0 and later	Pkfuncs.h		0
IOCTL_EDBG_RECV	3.0	3.0 and later	Pkfuncs.h		0
IOCTL_EDBG_REGISTER_CLIENT	3.0	3.0 and later	Pkfuncs.h		0
IOCTL_EDBG_SEND	3.0	3.0 and later	Pkfuncs.h		0
IOCTL_EDBG_SET_DEBUG	3.0	3.0 and later	Pkfuncs.h		0
IOCTL_HAL_GET_DEVICE_INFO	3.0	3.0 and later	Pkfuncs.h		0
IOCTL_HAL_GET_DEVICEID	2.10	2.10 and later	Pkfuncs.h		0
IOCTL_HAL_GET_IP_ADDR	3.0	3.0 and later	Pkfuncs.h		0
