name	min_ce	versions	header	lib	in_include
SetKernelCommDev	2.10	2.10 and later	Nkintr.h		0
SetKMode	2.10	2.10 and later	Pkfuncs.h		0
SetLastError	1.0	1.0 and later	Winbase.h	Coredll.lib	1
SetLocaleInfo	1.0	1.0 and later	Winnls.h	Coreloc.lib	1
SetLocalTime	1.0	1.0 and later	Winbase.h		1
SetMenuItemInfo	1.0	1.0 and later	Winuser.h	Menu.lib	1
SetOOMEvent	3.0	3.0 and later	Pkfuncs.h		0
SetPaletteEntries	2.0	2.0 and later	Wingdi.h	Mgpal.lib	1
SetParent	1.0	1.0 and later	Winuser.h		1
SetPassword	2.10	2.10 and later	Windbase.h		1
SetPasswordActive	2.10	2.10 and later	Windbase.h		1
SetPixel	2.0	2.0 and later	Wingdi.h	Mgdraw.lib	1
SetProcPermissions	2.10	2.10 and later	Pkfuncs.h		1
SetRect	1.0	1.0 and later	Winbase.h	Rectapi.lib	1
SetRectEmpty	1.0	1.0 and later	Winuser.h	Rectapi.lib	1
SetRectRgn	2.0	2.0 and later	Wingdi.h	Mgrgn.lib	1
SetROP2	2.0	2.0 and later	Wingdi.h	Mgdraw.lib	1
SetScrollInfo	1.0	1.0 and later	Winuser.h	Sbcmn.lib	1
SetScrollPos	2.0	2.0 and later	Winuser.h	Sbcmn.lib	1
SetScrollRange	2.0	2.0 and later	Winuser.h	Sbcmn.lib	1
SetStoreQueueBase	2.10	2.10 and later	Pkfuncs.h		0
SetSysColors	2.0	2.0 and later	Winuser.h	Winmgr.lib	1
SetSystemMemoryDivision	2.10	2.10 and later	Pwindbas.h		0
SetSystemTime	1.0	1.0 and later	Winbase.h	Coremain.lib	1
SetTcpEntry	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
SetTextColor	1.0	1.0 and later	Wingdi.h	Mgbase.lib	1
SetThreadContext	2.0	2.0 and later	Winbase.h	Nk.lib	1
SetThreadPriority	1.0	1.0 and later	Winbase.h	Coredll.lib, Nk.lib	1
SetTimer	2.0	2.0 and later	Winuser.h		1
SetTimeZoneInformation	1.0	1.0 and later	Winbase.h		1
SettingsDialogData	2.10	2.10 and later	Notifext.hxx		0
SetupComm	1.0	1.0 and later	Winbase.h	Serdev.lib	1
SetUrlCacheEntryGroup	2.12	2.12 and later	Wininet.h	Wininet.lib	1
SetUrlCacheEntryInfo	2.12	2.12 and later	Wininet.h	Wininet.lib	1
SetViewportOrgEx	1.0	1.0 and later	Wingdi.h		1
SetWindowLong	1.0	1.0 and later	Winuser.h		1
SetWindowPos	1.0	1.0 and later	Winuser.h		1
SetWindowRgn	2.12	2.12 and later	Winuser.h	Winmgr.lib	1
SetWindowText	1.0	1.0 and later	Winuser.h		1
SHAddToRecentDocs	1.0	1.0 and later	Shellapi.h		1
SHCreateShortcut	1.0	1.0 and later	Shellapi.h	Shortcut.lib	1
Shell_NotifyIcon	1.0	1.0 and later	Shellapi.h		1
ShellExecuteEx	1.0	1.0 and later	Shellapi.h		1
SHELLEXECUTEINFO	1.0	1.0 and later	Shellapi.h		1
SHELLFILECHANGEFUNC_t	2.10	2.10 and later	Extfile.h		1
SHFILEINFO	1.0	1.0 and later	Shellapi.h		1
SHGetFileInfo	1.0	1.0 and later	Shellapi.h		1
SHGetMalloc	1.0	1.0 and 2.12	Shlobj.h		1
SHGetPathFromIDList	2.0	2.0 and later	Shellapi.h		1
SHGetShortcutTarget	1.0	1.0 and later	Shellapi.h	Shortcut.lib	1
SHGetSpecialFolderLocation	1.0	1.0 and 2.12	Shlobj.h		1
SHGetSpecialFolderPath	2.12	2.12 and later	Shellapi.h		1
SHLoadDIBitmap	1.0	1.0 and later	Shellapi.h	Shmisc.lib	1
ShowCaret	1.0	1.0 and later	Winuser.h	Caret.lib	1
ShowCursor	1.0	1.0 and later	Winuser.h	Cursor.lib, Mcursor.lib	1
ShowWindow	1.0	1.0 and later	Winuser.h		1
SHShowOutOfMemory	1.0	1.0 and later	Shellapi.h	Shmisc.lib	1
shutdown	1.0	1.0 and later	Winsock.h		1
SignalStarted	2.10	2.10 and later	Winbase.h		1
SipEnumIM	2.10	2.10 and later	Sipapi.h	Coresip.lib	1
SipEnumIMProc	2.10	2.10 and later		Coresip.lib	1
SipGetCurrentIM	2.10	2.10 and later	Sipapi.h	Coresip.lib	1
SipGetInfo	2.10	2.10 and later	Sipapi.h	Coresip.lib	1
SIPINFO	2.01	2.01 and later	Sipapi.h		1
SipRegisterNotification	2.10	2.10 and later	Sipapi.h	Coresip.lib	1
SipSetCurrentIM	2.10	2.10 and later	Sipapi.h	Coresip.lib	1
SipSetDefaultRect	2.10	2.10 and later	Sipapi.h	Coresip.lib	1
SipSetInfo	2.10	2.10 and later	Sipapi.h	Coresip.lib	1
SipShowIM	2.10	2.10 and later	Sipapi.h	Coresip.lib	1
SipStatus	2.10	2.10 and later	Sipapi.h	Coresip.lib	1
SIZE	1.0	1.0 and later	Windef.h		1
SizeofResource	1.0	1.0 and later	Winbase.h	Coredll.lib	1
Sleep	1.0	1.0 and later	Winbase.h	Coredll.lib	1
SmartcardCreateLink	3.0	3.0 and later			1
SmartcardDeleteLink	3.0	3.0 and later			1
SmartcardDeviceControl	3.0	3.0 and later			1
SmartcardExit	3.0	3.0 and later			1
SmartcardInitialize	3.0	3.0 and later			1
SmartcardLockDevice	3.0	3.0 and later			1
SmartcardRawReply	3.0	3.0 and later			1
SmartcardRawRequest	3.0	3.0 and later			1
SmartcardT0Reply	3.0	3.0 and later			1
SmartcardT0Request	3.0	3.0 and later			1
SmartcardT1Reply	3.0	3.0 and later			1
SmartcardT1Request	3.0	3.0 and later			1
SmartcardUnlockDevice	3.0	3.0 and later			1
SmartcardUpdateCardCapabilities	3.0	3.0 and later			1
sndPlaySound	2.0	2.0 and later	Mmsystem.h	Wavelib.lib	1
SnmpExtensionClose	3.0	3.0 and later	Snmp.h	Snmp.lib	1
SnmpExtensionInit	3.0	3.0 and later	Snmp.h	Snmp.lib	1
SnmpExtensionInitEx	3.0	3.0 and later	Snmp.h	Snmp.lib	1
SnmpExtensionQuery	3.0	3.0 and later	Snmp.h	Snmp.lib	1
SnmpExtensionQueryEx	3.0	3.0 and later	Snmp.h	Snmp.lib	1
SnmpExtensionTrap	3.0	3.0 and later	Snmp.h	Snmp.lib	1
SnmpSvcGetUptime	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpSvcSetLogLevel	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpSvcSetLogType	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpTfxClose	3.0	3.0 and later	Snmpexts.h	Snmpapi.lib	1
SnmpTfxOpen	3.0	3.0 and later	Snmpexts.h	Snmpapi.lib	1
SnmpTfxQuery	3.0	3.0 and later	Snmpexts.h	Snmpapi.lib	1
SnmpUtilAsnAnyCpy	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilAsnAnyFree	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilDbgPrint	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilIdsToA	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilIdsToW	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilMemAlloc	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilMemFree	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilMemReAlloc	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilOctetsCmp	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilOctetsCpy	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilOctetsFree	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilOctetsNCmp	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilOidAppend	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilOidCmp	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilOidCpy	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilOidFree	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilOidNCmp	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilOidToA	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilOidToW	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilPrintToStrAsnAny	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilVarBindCpy	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpUtilVarBindListCpy	3.0	3.0 and later	Snmp.h	Snmpapi.lib	1
SnmpVarBind	3.0	3.0 and later	Snmp.h		1
SnmpVarBindList	3.0	3.0 and later	Snmp.h		1
sockaddr	1.0	1.0 and later	Winsock.h		1
SOCKADDR_IN	1.0	1.0 and later	Winsock.h		1
sockaddr_irda	1.0	1.0 and later	Winsock.h		1
socket	1.0	1.0 and later	Winsock.h		1
SORTORDERSPEC	1.0	1.0 and later	Windbase.h		1
SplAddUserDict	2.10	2.10 and later	Splapi.h	Splusa.lib	0
SPLBUFFER	2.10	2.10 and later	Splapi.h		0
SplCheck	2.10	2.10 and later	Splapi.h	Splusa.lib	0
SplClrUserDict	2.10	2.10 and later	Splapi.h	Splusa.lib	0
SplEnumUserDict	2.10	2.10 and later	Splapi.h	Splusa.lib	0
SplInit	2.10	2.10 and later	Splapi.h	Splusa.lib	0
SplLimitGet	2.10	2.10 and later	Splapi.h	Splusa.lib	0
SplLimitSet	2.10	2.10 and later	Splapi.h	Splusa.lib	0
SplOptionGet	2.10	2.10 and later	Splapi.h	Splusa.lib	0
SplOptionSet	2.10	2.10 and later	Splapi.h	Splusa.lib	0
SplQuit	2.10	2.10 and later	Splapi.h	Splusa.lib	0
SplRemUserDict	2.10	2.10 and later	Splapi.h	Splusa.lib	0
SplReplace	2.10	2.10 and later	Splapi.h	Splusa.lib	0
SplSizeUserDict	2.10	2.10 and later	Splapi.h	Splusa.lib	0
SPLSUGGEST	2.10	2.10 and later	Splapi.h		0
SplSuggest	2.10	2.10 and later	Splapi.h	Splusa.lib	0
StartDoc	2.0	2.0 and later	Wingdi.h	Mgprint.lib	1
StartPage	2.0	2.0 and later	Wingdi.h	Mgprint.lib	1
Startup_DestroyDialogCallback	2.10	2.10 and later	Startui.h		0
Startup_DlgProc	2.10	2.10 and later	Startui.h		0
Startup_Initialize	2.10	2.10 and later	Startui.h		0
Startup_PowerOffWhileStartupActiveNotification	2.10	2.10 and later	Startui.h		0
Startup_PowerOnNotification	2.10	2.10 and later	Startui.h		0
Startup_WantStartupScreen	2.10	2.10 and later	Startui.h		0
STATSTG	2.0	2.0 and later	Objidl.h		1
StgCreateDocfile	2.0	2.0 and later	Objbase.h	Ole232.lib	1
StgCreateDocfileOnILockBytes	2.0	2.0 and later	Objbase.h	Ole232.lib	1
STGMEDIUM	2.0	2.0 and later	Objidl.h		1
StgOpenStorage	2.0	2.0 and later	Objbase.h	Ole232.lib	1
StgOpenStorageOnILockBytes	2.0	2.0 and later	Objbase.h	Ole232.lib	1
STM_GETIMAGE	1.0	1.0 and later	Commctrl.h		1
STM_SETIMAGE	1.0	1.0 and later	Commctrl.h		1
STN_CLICKED	1.0	1.0 and later	Commctrl.h		1
STN_DISABLE	1.0	1.0 and later	Commctrl.h		1
STN_ENABLE	2.0	2.0 and later	Commctrl.h		1
STORE_INFORMATION	1.0	1.0 and later	Winbase.h		1
STOREINFO	2.0	2.0 and later	Cesync.h		1
StretchBlt	1.0	1.0 and later	Wingdi.h		1
String	3.0	3.0 and later			1
StringFileInfo	3.0	3.0 and later			1
StringFromCLSID	2.0	2.0 and later	Objbase.h		1
StringFromGUID2	2.0	2.0 and later	Objbase.h		1
StringFromIID	2.0	2.0 and later	Objbase.h		1
StringTable	3.0	3.0 and later			1
STYLEBUF	2.10	2.10 and later	Imm.h		1
STYLESTRUCT	1.0	1.0 and later	Winuser.h		1
SUBLANGID	1.0	1.0 and later	Winnt.h		1
SubtractRect	2.0	2.0 and later	Winuser.h	Rectapi.lib	1
SuspendThread	1.0	1.0 and later	Winbase.h	Coredll.lib	1
SyncFrame	2.10	2.10 and later			0
SysAllocString	2.0	2.0 and later	Oleauto.h	Oleaut32.lib	1
SysAllocStringByteLen	2.0	2.0 and later	Oleauto.h	Oleaut32.lib	1
SysAllocStringLen	2.0	2.0 and later	Oleauto.h	Oleaut32.lib	1
SysFreeString	2.0	2.0 and later	Oleauto.h	Oleaut32.lib	1
SysReAllocString	2.0	2.0 and later	Oleauto.h	Oleaut32.lib	1
SysReAllocStringLen	2.0	2.0 and later	Oleauto.h	Oleaut32.lib	1
SysStringByteLen	2.0	2.0 and later	Oleauto.h	Oleaut32.lib	1
SysStringLen	2.0	2.0 and later	Oleauto.h	Oleaut32.lib	1
SYSTEM_INFO	1.0	1.0 and later	Winbase.h		1
SYSTEM_POWER_STATUS_EX	1.0	1.0 and later	Winbase.h		1
SYSTEM_POWER_STATUS_EX2	2.12	2.12 and later	Winbase.h		1
SYSTEM_POWER_STATUS_EX2	2.12	2.12 and later	Winbase.h		1
SystemIdleTimerReset	2.0	2.0 and later	Winuser.h		1
SystemParametersInfo	2.0	2.0 and later	Winuser.h	Coredll.lib	1
SYSTEMTIME	1.0	1.0 and later	Winbase.h		1
SystemTimeToFileTime	1.0	1.0 and later	Winbase.h		1
SystemTimeToVariantTime	2.0	2.0 and later	Oleauto.h	Oleaut32.lib	1
TabCtrl_AdjustRect	1.0	1.0 and later	Commctrl.h		1
TabCtrl_DeleteAllItems	1.0	1.0 and later	Commctrl.h		1
TabCtrl_DeleteItem	1.0	1.0 and later	Commctrl.h		1
TabCtrl_DeselectAll	2.0	2.0 and later	Commctrl.h		1
TabCtrl_GetCurFocus	1.0	1.0 and later	Commctrl.h		1
TabCtrl_GetCurSel	1.0	1.0 and later	Commctrl.h		1
TabCtrl_GetExtendedStyle	2.0	2.0 and later	Commctrl.h		1
TabCtrl_GetImageList	1.0	1.0 and later	Commctrl.h		1
TabCtrl_GetItem	1.0	1.0 and later	Commctrl.h		1
TabCtrl_GetItemCount	1.0	1.0 and later	Commctrl.h		1
TabCtrl_GetItemRect	1.0	1.0 and later	Commctrl.h		1
TabCtrl_GetRowCount	1.0	1.0 and later	Commctrl.h		1
TabCtrl_HighlightItem	1.0	1.0 and later	Commctrl.h		1
TabCtrl_HitTest	1.0	1.0 and later	Commctrl.h		1
TabCtrl_InsertItem	1.0	1.0 and later	Commctrl.h		1
TabCtrl_RemoveImage	1.0	1.0 and later	Commctrl.h		1
TabCtrl_SetCurFocus	1.0	1.0 and later	Commctrl.h		1
TabCtrl_SetCurSel	1.0	1.0 and later	Commctrl.h		1
TabCtrl_SetExtendedStyle	2.0	2.0 and later	Commctrl.h		1
TabCtrl_SetImageList	2.0	2.0 and later	Commctrl.h		1
TabCtrl_SetItem	2.0	2.0 and later	Commctrl.h		1
TabCtrl_SetItemExtra	1.0	1.0 and later	Commctrl.h		1
TabCtrl_SetItemSize	1.0	1.0 and later	Commctrl.h		1
TabCtrl_SetMinTabWidth	2.0	2.0 and later	Commctrl.h		1
TabCtrl_SetPadding	1.0	1.0 and later	Commctrl.h		1
TakeFrameLengthControl	2.10	2.10 and later			0
TB_ADDBITMAP	1.0	1.0 and later	Commctrl.h		1
TB_ADDBUTTONS	1.0	1.0 and later	Commctrl.h		1
TB_ADDSTRING	1.0	1.0 and later	Commctrl.h		1
TB_AUTOSIZE	1.0	1.0 and later	Commctrl.h		1
TB_BUTTONCOUNT	1.0	1.0 and later	Commctrl.h		1
TB_BUTTONSTRUCTSIZE	1.0	1.0 and later	Commctrl.h		1
TB_CHANGEBITMAP	1.0	1.0 and later	Commctrl.h		1
TB_CHECKBUTTON	1.0	1.0 and later	Commctrl.h		1
TB_COMMANDTOINDEX	1.0	1.0 and later	Commctrl.h		1
TB_DELETEBUTTON	1.0	1.0 and later	Commctrl.h		1
TB_ENABLEBUTTON	1.0	1.0 and later	Commctrl.h		1
TB_GETBITMAP	1.0	1.0 and later	Commctrl.h		1
TB_GETBITMAPFLAGS	1.0	1.0 and later	Commctrl.h		1
TB_GETBUTTON	1.0	1.0 and later	Commctrl.h		1
TB_GETBUTTONINFO	1.0	1.0 and later	Commctrl.h		1
TB_GETBUTTONSIZE	2.0	2.0 and later	Commctrl.h		1
TB_GETBUTTONTEXT	1.0	1.0 and later	Commctrl.h		1
TB_GETDISABLEDIMAGELIST	2.0	2.0 and later	Commctrl.h		1
TB_GETIMAGELIST	2.0	2.0 and later	Commctrl.h		1
TB_GETITEMRECT	1.0	1.0 and later	Commctrl.h		1
TB_GETRECT	1.0	1.0 and later	Commctrl.h		1
TB_GETROWS	1.0	1.0 and later	Commctrl.h		1
TB_GETSTATE	1.0	1.0 and later	Commctrl.h		1
TB_GETSTYLE	2.0	2.0 and later	Commctrl.h		1
TB_GETTEXTROWS	2.0	2.0 and later	Commctrl.h		1
TB_GETTOOLTIPS	1.0	1.0 and later	Commctrl.h		1
TB_HIDEBUTTON	1.0	1.0 and later	Commctrl.h		1
TB_HIGHLIGHTBUTTON	2.0	2.0 and later	Commctrl.h		1
TB_INDETERMINATE	1.0	1.0 and later	Commctrl.h		1
TB_INSERTBUTTON	1.0	1.0 and later	Commctrl.h		1
TB_ISBUTTONCHECKED	1.0	1.0 and later	Commctrl.h		1
TB_ISBUTTONENABLED	1.0	1.0 and later	Commctrl.h		1
TB_ISBUTTONHIDDEN	1.0	1.0 and later	Commctrl.h		1
TB_ISBUTTONHIGHLIGHTED	2.0	2.0 and later	Commctrl.h		1
TB_ISBUTTONINDETERMINATE	1.0	1.0 and later	Commctrl.h		1
TB_ISBUTTONPRESSED	1.0	1.0 and later	Commctrl.h		1
TB_LOADIMAGES	1.0	1.0 and later	Commctrl.h		1
TB_PRESSBUTTON	1.0	1.0 and later	Commctrl.h		1
TB_REPLACEBITMAP	2.0	2.0 and later	Commctrl.h		1
TB_SETBITMAPSIZE	1.0	1.0 and later	Commctrl.h		1
TB_SETBUTTONINFO	2.0	2.0 and later	Commctrl.h		1
TB_SETBUTTONSIZE	1.0	1.0 and later	Commctrl.h		1
TB_SETBUTTONWIDTH	2.0	2.0 and later	Commctrl.h		1
TB_SETCMDID	1.0	1.0 and later	Commctrl.h		1
TB_SETDISABLEDIMAGELIST	2.0	2.0 and later	Commctrl.h		1
TB_SETDRAWTEXTFLAGS	2.0	2.0 and later	Commctrl.h		1
TB_SETIMAGELIST	2.0	2.0 and later	Commctrl.h		1
TB_SETINDENT	2.0	2.0 and later	Commctrl.h		1
TB_SETMAXTEXTROWS	2.0	2.0 and later	Commctrl.h		1
TB_SETPARENT	1.0	1.0 and later	Commctrl.h		1
TB_SETROWS	2.0	2.0 and later	Commctrl.h		1
TB_SETSTATE	2.0	2.0 and later	Commctrl.h		1
TB_SETSTYLE	1.0	1.0 and later	Commctrl.h		1
TB_SETTOOLTIPS	1.0	1.0 and later	Commctrl.h		1
TBADDBITMAP	2.10	2.10 and later	Commctrl.h		1
TBBUTTON	1.0	1.0 and later	Commctrl.h		1
TBBUTTONINFO	2.0	2.0 and later	Commctrl.h		1
TBM_CLEARSEL	1.0	1.0 and later	Commctrl.h		1
TBM_CLEARTICS	1.0	1.0 and later	Commctrl.h		1
TBM_GETBUDDY	2.0	2.0 and later	Commctrl.h		1
TBM_GETCHANNELRECT	1.0	1.0 and later	Commctrl.h		1
TBM_GETLINESIZE	1.0	1.0 and later	Commctrl.h		1
TBM_GETNUMTICS	1.0	1.0 and later	Commctrl.h		1
TBM_GETPAGESIZE	1.0	1.0 and later	Commctrl.h		1
TBM_GETPOS	1.0	1.0 and later	Commctrl.h		1
TBM_GETPTICS	1.0	1.0 and later	Commctrl.h		1
TBM_GETRANGEMAX	1.0	1.0 and later	Commctrl.h		1
TBM_GETRANGEMIN	1.0	1.0 and later	Commctrl.h		1
TBM_GETSELEND	1.0	1.0 and later	Commctrl.h		1
TBM_GETSELSTART	1.0	1.0 and later	Commctrl.h		1
TBM_GETTHUMBLENGTH	1.0	1.0 and later	Commctrl.h		1
TBM_GETTHUMBRECT	1.0	1.0 and later	Commctrl.h		1
TBM_GETTIC	1.0	1.0 and later	Commctrl.h		1
TBM_GETTICPOS	1.0	1.0 and later	Commctrl.h		1
TBM_SETBUDDY	1.0	1.0 and later	Commctrl.h		1
TBM_SETLINESIZE	1.0	1.0 and later	Commctrl.h		1
TBM_SETPAGESIZE	1.0	1.0 and later	Commctrl.h		1
TBM_SETPOS	1.0	1.0 and later	Commctrl.h		1
TBM_SETRANGE	1.0	1.0 and later	Commctrl.h		1
TBM_SETRANGEMAX	1.0	1.0 and later	Commctrl.h		1
TBM_SETRANGEMIN	1.0	1.0 and later	Commctrl.h		1
TBM_SETSEL	1.0	1.0 and later	Commctrl.h		1
TBM_SETSELEND	1.0	1.0 and later	Commctrl.h		1
TBM_SETSELSTART	1.0	1.0 and later	Commctrl.h		1
TBM_SETTHUMBLENGTH	1.0	1.0 and later	Commctrl.h		1
TBM_SETTIC	1.0	1.0 and later	Commctrl.h		1
TBM_SETTICFREQ	1.0	1.0 and later	Commctrl.h		1
TBN_BEGINDRAG	1.0	1.0 and later	Commctrl.h		1
TBN_DROPDOWN	2.0	2.0 and later	Commctrl.h		1
TBN_ENDDRAG	1.0	1.0 and later	Commctrl.h		1
TBN_GETBUTTONINFO	1.0	1.0 and later	Commctrl.h		1
TBREPLACEBITMAP	2.0	2.0 and later	Commctrl.h		1
TCHITTESTINFO	2.0	2.0 and later	Commctrl.h		1
TCITEM	2.0	2.0 and later	Commctrl.h		1
TCITEMHEADER	2.0	2.0 and later	Commctrl.h		1
TCM_ADJUSTRECT	1.0	1.0 and later	Commctrl.h		1
TCM_DELETEALLITEMS	1.0	1.0 and later	Commctrl.h		1
TCM_DELETEITEM	1.0	1.0 and later	Commctrl.h		1
TCM_DESELECTALL	1.0	1.0 and later	Commctrl.h		1
TCM_GETCURFOCUS	1.0	1.0 and later	Commctrl.h		1
TCM_GETCURSEL	1.0	1.0 and later	Commctrl.h		1
TCM_GETEXTENDEDSTYLE	1.0	1.0 and later	Commctrl.h		1
TCM_GETIMAGELIST	1.0	1.0 and later	Commctrl.h		1
TCM_GETITEM	1.0	1.0 and later	Commctrl.h		1
TCM_GETITEMCOUNT	1.0	1.0 and later	Commctrl.h		1
TCM_GETITEMRECT	1.0	1.0 and later	Commctrl.h		1
TCM_GETROWCOUNT	1.0	1.0 and later	Commctrl.h		1
TCM_HIGHLIGHTITEM	1.0	1.0 and later	Commctrl.h		1
TCM_HITTEST	1.0	1.0 and later	Commctrl.h		1
TCM_INSERTITEM	1.0	1.0 and later	Commctrl.h		1
TCM_REMOVEIMAGE	1.0	1.0 and later	Commctrl.h		1
TCM_SETCURFOCUS	1.0	1.0 and later	Commctrl.h		1
TCM_SETCURSEL	1.0	1.0 and later	Commctrl.h		1
TCM_SETEXTENDEDSTYLE	2.0	2.0 and later	Commctrl.h		1
TCM_SETIMAGELIST	1.0	1.0 and later	Commctrl.h		1
TCM_SETITEM	1.0	1.0 and later	Commctrl.h		1
TCM_SETITEMEXTRA	1.0	1.0 and later	Commctrl.h		1
TCM_SETITEMSIZE	1.0	1.0 and later	Commctrl.h		1
TCM_SETMINTABWIDTH	2.0	2.0 and later	Commctrl.h		1
TCM_SETPADDING	1.0	1.0 and later	Commctrl.h		1
TCN_KEYDOWN	1.0	1.0 and later	Commctrl.h		1
TCN_SELCHANGE	1.0	1.0 and later	Commctrl.h		1
TCN_SELCHANGING	1.0	1.0 and later	Commctrl.h		1
TerminateExtension	3.0	3.0 and later	httpext.h		1
TerminateProcess	1.0	1.0 and later	Winbase.h	Coredll.lib	1
TerminateThread	1.01	1.01 and later	Winbase.h	Coredll.lib	1
TEXT	1.0	1.0 and later	Winnt.h		1
TEXTMETRIC	1.0	1.0 and later	Wingdi.h		1
Thread32First	2.0	2.0 and later	Tlhelp32.h		1
Thread32Next	2.0	2.0 and later	Tlhelp32.h		1
THREADENTRY32	1.0	1.0 and later	Tlhelp32.h		1
ThreadProc	1.01	1.01 and later			1
ticksleft	2.10	2.10 and later	Fwpc.c		0
TIME_ZONE_INFORMATION	1.0	1.0 and later	Winbase.h		1
TimeoutSession	3.0	3.0 and later	Natedit.h	Coredll.dll	1
TimerProc	1.0	1.0 and later	Winbase.h		1
TlsAlloc	1.0	1.0 and later	Winuser.h	Coremain.lib	1
TlsFree	1.0	1.0 and later	Winbase.h	Coremain.lib	1
TlsGetValue	1.0	1.0 and later	Winbase.h	Coremain.lib	1
TlsSetValue	1.0	1.0 and later	Winbase.h	Coremain.lib	1
Toolhelp32ReadProcessMemory	2.0	2.0 and later	Tlhelp32.h		1
TouchCalibrateUI_Done	2.10	2.10 and later	Calibrui.h		0
TouchCalibrateUI_DrawConfirmationScreen	2.10	2.10 and later	Calibrui.h		0
TouchCalibrateUI_DrawMainScreen	2.10	2.10 and later	Calibrui.h		0
TouchCalibrateUI_HandleUserInputMessage	2.10	2.10 and later	Calibrui.h		0
TouchCalibrateUI_Initialize	2.10	2.10 and later	Calibrui.h		0
TouchCalibrateUI_WaitForConfirmation	2.10	2.10 and later	Calibrui.h		0
TOUCHPANEL_POINT_SAMPLE	1.0	1.0 and later	Tchaud.h		0
TouchPanelCalibrateAPoint	1.0	1.0 and later	Tchddi.h		1
TouchPanelDisable	1.0	1.0 and later	Tchddi.h		1
TouchPanelEnable	1.0	1.0 and later	Tchddi.h		1
TouchPanelGetDeviceCaps	1.0	1.0 and later	Tchddi.h		1
TouchPanelPowerHandler	1.0	1.0 and later	Tchddi.h		1
TouchPanelReadCalibrationAbort	1.0	1.0 and later	Tchddi.h		1
TouchPanelReadCalibrationPoint	1.0	1.0 and later	Tchddi.h		1
TouchPanelSetCalibration	1.0	1.0 and later	Tchddi.h		1
TouchPanelSetMode	1.0	1.0 and later	Tchddi.h		1
TPMPARAMS	1.0	1.0 and later	Winuser.h		1
TrackPopupMenu	1.0	1.0 and later	Winuser.h	Menu.lib	1
TrackPopupMenuEx	1.0	1.0 and later	Winuser.h	Menu.lib	1
TranslateAccelerator	1.0	1.0 and later	Winuser.h	Accel.lib	1
TranslateCharsetInfo	2.0	2.0 and later	Wingdi.h		1
TranslateMessage	1.0	1.0 and later	Winuser.h	Msgque.lib	1
TranslateStringDescr	2.10	2.10 and later			0
TransmitCommChar	1.0	1.0 and later	Winbase.h	Serdev.lib	1
TransparentImage	2.0	2.0 and later	Wingdi.h	Mgblt2.lib	1
TreeView_CreateDragImage	1.0	1.0 and later	Commctrl.h		1
TreeView_DeleteAllItems	1.0	1.0 and later	Commctrl.h		1
TreeView_DeleteItem	1.0	1.0 and later	Commctrl.h		1
TreeView_EditLabel	1.0	1.0 and later	Commctrl.h		1
TreeView_EndEditLabelNow	1.0	1.0 and later	Commctrl.h		1
TreeView_EnsureVisible	1.0	1.0 and later	Commctrl.h		1
TreeView_Expand	1.0	1.0 and later	Commctrl.h		1
TreeView_GetChild	1.0	1.0 and later	Commctrl.h		1
TreeView_GetCount	1.0	1.0 and later	Commctrl.h		1
TreeView_GetDropHilight	1.0	1.0 and later	Commctrl.h		1
TreeView_GetEditControl	1.0	1.0 and later	Commctrl.h		1
TreeView_GetFirstVisible	1.0	1.0 and later	Commctrl.h		1
TreeView_GetImageList	1.0	1.0 and later	Commctrl.h		1
TreeView_GetIndent	1.0	1.0 and later	Commctrl.h		1
TreeView_GetISearchString	1.0	1.0 and later	Commctrl.h		1
TreeView_GetItem	1.0	1.0 and later	Commctrl.h		1
TreeView_GetItemRect	1.0	1.0 and later	Commctrl.h		1
