header	name	page	os_versions	min	max	guard
include/Commctrl.h	ILC_COLOR	ms909810	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILC_COLOR4	ms909810	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILC_COLOR8	ms909810	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILC_COLOR16	ms909810	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILC_COLOR24	ms909810	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILC_COLOR32	ms909810	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILC_COLORDDB	ms909810	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILC_MIRROR	ms909810	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILD_NORMAL	ms909816	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILD_TRANSPARENT	ms909816	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILD_BLEND25	ms909816	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILD_FOCUS	ms909816	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILD_BLEND50	ms909816	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILD_SELECTED	ms909816	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILD_BLEND	ms909816	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILD_MASK	ms909816	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILD_IMAGE	ms909816	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILD_ROP	ms909816	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ILD_OVERLAYMASK	ms909816	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	CLR_NONE	ms909836	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	CLR_DEFAULT	ms909836	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ImageList_AddIcon	ms909790	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	INDEXTOOVERLAYMASK	ms909843	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ImageList_LoadBitmap	ms909829	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	ImageList_ExtractIcon	ms909822	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	tagINITCOMMONCONTROLSEX	ms909850	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMKEY	ms931482	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMMOUSE	ms931655	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMCUSTOMDRAWINFO	ms931470	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMTTCUSTOMDRAW	ms911865	Windows CE .NET 4.0 and later.	0x0400		
include/Commctrl.h	_TBBUTTON	ms940418	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	LPCTBBUTTON	ms940418	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	struct	ms940430	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	TBBUTTONINFO	ms940430	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	LPTBBUTTONINFO	ms940430	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	struct	ms908128	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	struct	ms913817	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMTOOLBAR	ms911863	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagTOOLINFO	aa453757	Windows CE .NET 4.0 and later.	0x0400		
include/Commctrl.h	_TT_HITTESTINFO	aa453819	Windows CE .NET 4.0 and later.	0x0400		
include/Commctrl.h	tagNMTTDISPINFO	ms911866	Windows CE .NET 4.0 and later.	0x0400		
include/Commctrl.h	struct	ms911927	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	_NM_UPDOWN	ms911870	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	struct	ms914067	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	tagREBARBANDINFO	aa453639	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagCOMMANDBANDSRESTOREINFO	ms908125	Windows CE 2.10 and later.	0x0210		
include/Commctrl.h	InitCommonControls	ms909848	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	InitCommonControlsEx	ms909849	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	INDEXTOSTATEIMAGEMASK	ms909844	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	FORWARD_WM_NOTIFY	ee505696		0x0100		
include/Commctrl.h	HANDLE_WM_NOTIFY	ms929879	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	CommandBands_Create	ms908140	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	CommandBands_AddAdornments	ms908140	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	CommandBands_AddBands	ms908140	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	CommandBands_GetCommandBar	ms908140	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	CommandBands_GetRestoreInformation	ms908140	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	CommandBands_Show	ms908140	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	CreateStatusWindow	ms908188	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	DrawStatusText	aa452976	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	CreateToolbarEx	ms908190	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	CreateUpDownControl	ms908191	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	tagREBARINFO	aa453640	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMRBAUTOSIZE	ms911836	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMREBAR	ms911851	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	_RB_HITTESTINFO	aa453620	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	_HDITEM	ee502857		0x0200		
include/Commctrl.h	HD_ITEM	ee502857		0x0200		
include/Commctrl.h	LPHD_ITEM	ee502857		0x0200		
include/Commctrl.h	_HD_LAYOUT	ms929882	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	HDLAYOUT	ms929882	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	LPHDLAYOUT	ms929882	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	_HD_HITTESTINFO	ms929880	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	HDHITTESTINFO	ms929880	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMHDDISPINFO	ms931478	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMHEADER	ms931480	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagTCITEM	ms913857	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagTCITEMHEADER	ms913860	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	_TCHITTESTINFO	ms913854	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMTCKEYDOWN	ms911862	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMDATETIMECHANGE	ms931471	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMDATETIMEFORMAT	ms931472	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMDATETIMEFORMATQUERY	ms931473	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMDATETIMESTRING	ms931474	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMDATETIMEWMKEYDOWN	ms931475	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	struct	ms911793	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMSELCHANGE	ms911859	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMDAYSTATE	ms931476	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	_TVITEM	ms914064	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	TV_ITEM	ms914064	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	LPTV_ITEM	ms914064	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	_TV_INSERTSTRUCT	ee505024		0x0100		
include/Commctrl.h	_TVHITTESTINFO	ms913985	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	TVHITTESTINFO	ms913985	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	LPTVHITTESTINFO	ms913985	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	_TVSORTCB	ms914065	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	TV_SORTCB	ms914065	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	LPTV_SORTCB	ms914065	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	_NM_TREEVIEW	ms911864	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	_TV_DISPINFO	ms913978	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	tagNMTVCUSTOMDRAW	ms911867	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagTVKEYDOWN	ms913996	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	TV_KEYDOWN	ms913996	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	LPTV_KEYDOWN	ms913996	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	_LVITEM	aa453430	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	_LVCOLUMN	ee499089		0x0200		
include/Commctrl.h	tagLVBKIMAGE	aa453422	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	tagLVFINDINFO	aa453540	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	LV_FINDINFO	aa453540	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	_LVHITTESTINFO	aa453428	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMLISTVIEW	ms931605	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMLVCACHEHINT	ms931617	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMLVCUSTOMDRAW	ms931627	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	_NMLVFINDITEM	ms931633	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMLVGETINFOTIP	ms931639	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	tagLVKEYDOWN	ms931645	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagNMLVODSTATECHANGE	ms931653	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	tagLV_DISPINFO	aa453424	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	LVGROUP	aa453426	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	LVGROUPMETRICS	aa453427	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	LVSETINFOTIP	aa453539	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	RB_HITTEST	aa453619	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	TB_GETBUTTON	ms940429	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	Animate_Close	aa452851	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	Animate_Create	aa452852	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	Animate_Open	aa452853	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	Animate_OpenEx	aa452854	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	Animate_Play	aa452855	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	Animate_Seek	aa452856	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	Animate_Stop	aa452857	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_ApproximateViewRect	aa453304	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	ListView_EnableGroupView	aa453382	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_GetCheckState	aa453315	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	ListView_GetColumnOrderArray	aa453317	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	ListView_GetExtendedListViewStyle	aa453321	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	ListView_GetGroupCount	aa453385	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_GetSelectionMark	aa453346	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	ListView_GetToolTips	aa453389	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_HasGroup	aa453390	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_IsGroupViewEnabled	aa453393	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_MapIDToIndex	aa453394	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_MapIndexToID	aa453395	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_RemoveGroup	aa453399	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_SetColumnOrderArray	aa453362	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	ListView_SetExtendedListViewStyle	aa453364	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	ListView_SetExtendedListViewStyleEx	aa453384	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_SetIconSpacing	aa453365	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	ListView_SetItemCountEx	aa453369	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	ListView_SetSelectionMark	aa453374	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	ListView_SetToolTips	aa453404	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_GetBkImage	aa453383	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_GetGroupInfo	aa453386	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_GetGroupInfoByIndex	aa453387	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_GetSubItemRect	aa453348	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	ListView_InsertGroup	aa453391	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_SetBkImage	aa453400	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_SetGroupInfo	aa453401	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_SetInfoTip	aa453403	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Commctrl.h	ListView_SubItemHitTest	aa453380	Windows CE 2.0 and later.	0x0200		
include/Commctrlview.hpp	Init	ms905505	Windows CE .NET 4.0 and later.	0x0400		
include/Commdlg.h	WM_CHOOSEFONT_GETLOGFONT	aa452963	Windows CE 1.0 and later.	0x0100		
include/Commdlg.h	tagCHOOSECOLOR	ms928580	Windows CE 2.0 and later.	0x0200		
include/Commdlg.h	LOGFONTW	ms901140	Windows CE 1.0 and later.	0x0100		
include/Commdlg.h	LPLOGFONTW	ms901140	Windows CE 1.0 and later.	0x0100		
include/Commdlg.h	tagCHOOSEFONT	ms901140	Windows CE 1.0 and later.	0x0100		
include/Commdlg.h	CHOOSEFONT	ms901140	Windows CE 1.0 and later.	0x0100		
include/Commdlg.h	LPCHOOSEFONT	ms901140	Windows CE 1.0 and later.	0x0100		
include/Commdlg.h	tagDEVNAMES	aa452944	Windows CE 2.10 and later.	0x0210		
include/Commdlg.h	_OFNOTIFY	ms911893	Windows CE 1.0 and later.	0x0100		
include/Commdlg.h	tagPSD	ms911910	Windows CE 2.10 and later.	0x0210		
include/Commdlg.h	tagPD	aa453544	Windows CE 2.0 and 2.01.	0x0200		
include/Commdlg.h	ChooseColor	ms928579	Windows CE 2.0 and later.	0x0200		
include/Commdlg.h	ChooseFont	ms928581	Windows CE .NET 4.0 and later.	0x0400		
include/Commdlg.h	CommDlgExtendedError	ms908144	Windows CE 2.0 and later.	0x0200		
include/Commdlg.h	GetOpenFileNameW	aa453150	Windows CE 1.0 and later.	0x0100		
include/Commdlg.h	GetSaveFileNameW	aa453162	Windows CE 1.0 and later.	0x0100		
include/Commdlg.h	PageSetupDlg	ms911909	Windows CE 2.10 and later.	0x0210		
include/Commdlg.h	PrintDlg	ms911940	Windows CE 2.0 and 2.01.	0x0200		
include/Commdlg.h	DrvAdvPageSetupDlg	aa452636	Windows CE .NET 4.0 and later.	0x0400		
include/Cpl.h	CPlApplet	ms908154	Windows CE 1.0 and later.	0x0100		
include/Cpl.h	tagCPLINFO	ms908158	Windows CE 1.0 and later.	0x0100		
include/Cpl.h	tagNEWCPLINFO	ms931468	Windows CE 1.0 and later	0x0100		
include/Cred.h	_CRED	ms936976	Windows CE 5.0 and later	0x0500		_WIN32_WCE >= 0x0500
include/Cred.h	CredDelete	ms936977	Windows CE .NET 4.0 and later.	0x0400		
include/Cred.h	CredFree	ms936983	Windows CE .NET 4.0 and later.	0x0400		
include/Cred.h	CredRead	ms936984	Windows CE .NET 4.0 and later.	0x0400		
include/Cred.h	CredUpdate	ms936985	Windows CE .NET 4.0 and later.	0x0400		
include/Cred.h	CredWrite	ms936986	Windows CE .NET 4.0 and later.	0x0400		
include/Cred_prov.h	HandleBlob	ms906527	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Cred_prov.h	MatchTarget	ms926147	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Cred_prov.h	MatchUser	ms926153	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Credmgr.h	_CREDENTIAL	ms937728	Windows CE .NET 4.0 and later.	0x0400		
include/Credmgr.h	CeCredFree	ms937729	Windows CE .NET 4.0 and later.	0x0400		
include/Credmgr.h	CeCredRead	ms937730	Windows CE .NET 4.0 and later.	0x0400		
include/Credmgr.h	CeCredWrite	ms937731	Windows CE .NET 4.0 and later.	0x0400		
include/Ctblt.h	SetClearTypeBltGamma	ms920529	Windows CE .NET 4.0 and later.	0x0400		
include/Ctblt.h	SetClearTypeBltMasks	ms920541	Windows CE .NET 4.0 and later.	0x0400		
include/D3dm.h	D3DMVALUE	ms907756	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMCOLOR	ms939142	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	_D3DMMATRIX	ms907720	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	_FACD3DM	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	MAKE_D3DMHRESULT	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_ALREADYLOCKED	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_CONFLICTINGRENDERSTATE	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_CONFLICTINGTEXTUREFILTER	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_CONFLICTINGTEXTUREPALETTE	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_DEVICELOST	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_DEVICENOTRESET	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_DRIVERINTERNALERROR	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_DRIVERINVALIDCALL	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_DRIVERUNSUPPORTED	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_INVALIDCALL	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_INVALIDDEVICE	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_MEMORYPOOLEMPTY	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_MOREDATA	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_NOTAVAILABLE	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_NOTFOUND	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_TOOMANYOPERATIONS	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_UNSUPPORTEDALPHAARG	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_UNSUPPORTEDALPHAOPERATION	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_UNSUPPORTEDCOLORARG	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_UNSUPPORTEDCOLOROPERATION	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_UNSUPPORTEDFACTORVALUE	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_UNSUPPORTEDTEXTUREFILTER	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMERR_WRONGTEXTUREFORMAT	ms932027	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	IDirect3DMobile	ms929153	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	IDirect3DMobileDevice	ms929153	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	IDirect3DMobileResource	ms929153	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	IDirect3DMobileBaseTexture	ms929153	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	IDirect3DMobileSurface	ms929153	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	IDirect3DMobileTexture	ms929153	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	IDirect3DMobileVertexBuffer	ms929153	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	IDirect3DMobileIndexBuffer	ms929153	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	IDirect3DMobileSwapChain	ms929153	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMCOLOR_ARGB	ms907738	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMCOLOR_RGBA	ms907738	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMCOLOR_XRGB	ms907738	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMFVF_TEXCOORDSIZE1	ms907738	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMFVF_TEXCOORDSIZE2	ms907738	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMFVF_TEXCOORDSIZE3	ms907738	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMFVF_TEXCOORDFIXED	ms907738	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMFVF_TEXCOORDFLOAT	ms907738	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DM_MAKE_RSVALUE	ms907738	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMRENDERSTATE_WRAPBIAS	ms907738	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMPV_DONOTCOPYDATA	ms907738	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMPV_VALID	ms907738	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	MAX_DEVICE_IDENTIFIER_STRING	ms932031	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMCREATE_MULTITHREADED	ms928109	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dm.h	D3DMCURRENT_DISPLAY_MODE	ms907695	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/D3dmddk.h	_D3DM_CLEAR	aa447711	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
include/D3dmddk.h	_D3DM_COLORFILL	aa447712	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
include/D3dmddk.h	_D3DM_COMMAND	aa447713	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
include/D3dmddk.h	_D3DM_COPYRECT	aa447714	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
include/D3dmddk.h	_D3DM_CREATECONTEXT_DATA	aa447715	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
include/D3dmddk.h	_D3DM_CREATELIGHT	aa447717	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
include/D3dmddk.h	_D3DM_CREATEPALETTE	aa447718	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
include/D3dmddk.h	_D3DM_DESTROYCONTEXT_DATA	aa447721	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
include/D3dmddk.h	_D3DM_DESTROYSURFACE_DATA	aa447723	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
include/D3dmddk.h	_D3DM_DRAWINDEXEDPRIMITIVE	aa447726	Windows CE 5.0	0x0500		_WIN32_WCE >= 0x0500
